Class,Type,Commit Number,Commit Hash,Diff URL,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From DIT,To DIT,From LCOM,To LCOM,From LOC,To LOC,From NOC,To NOC,From RFC,To RFC,From WMC,To WMC,Method Invocations,Refactoring Patterns
com.pinecone.hydra.registry.render.GenericRenderPropertiesNode,class,117 -> 120,ccc389be794bb870fb36e94a12a29b3f8425e90a -> bf7421407d4780e965a6f4cfa9e5d3074f1f2b22,"['https://github.com/DragonKingpin/Hydra/commit/ccc389be794bb870fb36e94a12a29b3f8425e90a', 'https://github.com/DragonKingpin/Hydra/commit/bf7421407d4780e965a6f4cfa9e5d3074f1f2b22']",0,0,0,13,7.0,6.0,3.0,3.0,8.0,8.0,23.0,23.0,0.0,0.0,4.0,4.0,7.0,7.0,apply[  ] entrySet[  ] getRegistry[  ] get[ getKey():1 equals():1 ] getProperties[  ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/registry/render/GenericRenderPropertiesNode.java: [Rename Class(1), Extract Superclass(1)]"
com.pinecone.hydra.umc.msg.ArchUMCProtocol,class,146 -> 147,97d6540cf6a241ac3422ea1f2722cb6685f35468 -> 3dac7bf879091d2c203dae686dc9420e66bd5662,"['https://github.com/DragonKingpin/Hydra/commit/2e5dd9ae1cc5ca4804309a547b9bd4218d28a438', 'https://github.com/DragonKingpin/Hydra/commit/97d6540cf6a241ac3422ea1f2722cb6685f35468', 'https://github.com/DragonKingpin/Hydra/commit/3dac7bf879091d2c203dae686dc9420e66bd5662', 'https://github.com/DragonKingpin/Hydra/commit/301d10f55f881dc10bbff149503a73b6010dc6ff', 'https://github.com/DragonKingpin/Hydra/commit/80063a22ab705316a9d1eee77415529ac3532358', 'https://github.com/DragonKingpin/Hydra/commit/008dcb5bb7d40349afd071c057215075e6c1f9cf', 'https://github.com/DragonKingpin/Hydra/commit/32ca42d624249ad30973bdb88c906ad8cb3ab1f0', 'https://github.com/DragonKingpin/Hydra/commit/0ee426716d633f40b3cfca8670ba5d0fcfb3726e']",0,0,0,79,12.0,12.0,1.0,1.0,51.0,30.0,132.0,124.0,2.0,2.0,43.0,42.0,21.0,18.0,getVersion[  ] getExtraHeadCoder[ getExtraHeadCoder():1 getMessageNode():1 ] release[ release():2 ] getMessageSource[  ] sendMsgHead[ put():4 getExtraHeadLength():2 putLong():2 getShortValue():2 putShort():2 getExtraHeadCoder():1 putInt():1 getSignature():1 applyExtraHeadCoder():1 getBytes():1 getSignatureLength():1 allocate():1 flush():1 array():1 getByteValue():1 transApplyExHead():1 write():1 order():1 ] setHead[  ] ArchUMCProtocol[ getOutputStream():1 getInputStream():1 applyMessageSource():1 ] getSignature[  ] applyMessageSource[ getExtraHeadCoder():1 applyExtraHeadCoder():1 ] readMsgHead[ read():2 getExtraHeadCoder():2 getDecoder():1 basicHeadLength():1 onlyReadMsgBasicHead():1 decode():1 setExtraHead():1 ] getHead[  ] basicHeadLength[ length():1 ] onlyReadMsgBasicHead[ wrap():5 order():5 length():3 getLong():2 getShort():2 asValue():2 getInt():1 equals():1 values():1 basicHeadLength():1 applyExtraHeadCoder():1 getBytes():1 ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/umc/msg/ArchUMCProtocol.java: [Extract Method(54), Change Variable Type(4)]"
com.sauron.radium.heistron.HTTPCrew,class,262 -> 268,3056cbafc0ab889546c13a5c2a2877e25c57d6c2 -> d5d63500d680bf5a0e0939a0e26f280087189443,"['https://github.com/DragonKingpin/Hydra/commit/2e5dd9ae1cc5ca4804309a547b9bd4218d28a438', 'https://github.com/DragonKingpin/Hydra/commit/560f60e73b31a58d4b5c845f4f560d413c2522fb', 'https://github.com/DragonKingpin/Hydra/commit/cae4e9dac3aee413427479bac17fa66492dfda8f', 'https://github.com/DragonKingpin/Hydra/commit/aabd5a2564dffcbbc49042636f4993bb02f718bf', 'https://github.com/DragonKingpin/Hydra/commit/61aeb8d7af8eea4a8eb05dec04b61faa26118cdc', 'https://github.com/DragonKingpin/Hydra/commit/6dab4581e3a2b4fdde3e67141371833ef249b360', 'https://github.com/DragonKingpin/Hydra/commit/da8c07710110509c89dad324fa68b2af3efc3b60', 'https://github.com/DragonKingpin/Hydra/commit/accd475d0afc1d13584221250f52fe7d69f5468d', 'https://github.com/DragonKingpin/Hydra/commit/5ef0685c2608d5e111dd434ccf59c0b255567d72', 'https://github.com/DragonKingpin/Hydra/commit/97d6540cf6a241ac3422ea1f2722cb6685f35468', 'https://github.com/DragonKingpin/Hydra/commit/aff234a4eb7877e3fdb8a4c514220ed30ea1ccb0', 'https://github.com/DragonKingpin/Hydra/commit/5c986b599afbf0111230a47d7416f0d64dc4204d', 'https://github.com/DragonKingpin/Hydra/commit/301d10f55f881dc10bbff149503a73b6010dc6ff', 'https://github.com/DragonKingpin/Hydra/commit/07f7bb646855c138ddda5c2739c3ba426944323b', 'https://github.com/DragonKingpin/Hydra/commit/80063a22ab705316a9d1eee77415529ac3532358', 'https://github.com/DragonKingpin/Hydra/commit/b07811a0da7120f47c96a2ed31e88ae0eb645db2', 'https://github.com/DragonKingpin/Hydra/commit/58d6eaa978c00c296e846217bbf583e9256147f0', 'https://github.com/DragonKingpin/Hydra/commit/34111aa61ca9eb5e64225e93f493dd8f3ea1916b', 'https://github.com/DragonKingpin/Hydra/commit/bf60de3ddaf9eed52b8a2971fdf70f657a5a830f', 'https://github.com/DragonKingpin/Hydra/commit/eb42a9ed2c1470b39ea729ac2ef4cf62fb06363d', 'https://github.com/DragonKingpin/Hydra/commit/0ee426716d633f40b3cfca8670ba5d0fcfb3726e', 'https://github.com/DragonKingpin/Hydra/commit/3056cbafc0ab889546c13a5c2a2877e25c57d6c2', 'https://github.com/DragonKingpin/Hydra/commit/d5d63500d680bf5a0e0939a0e26f280087189443']",0,0,0,55,13.0,13.0,4.0,4.0,120.0,120.0,146.0,146.0,2.0,1.0,39.0,39.0,31.0,31.0,validateSpoil[ optInt():1 getBytes():1 ] afterPageQueried[  ] parentHeist[  ] getHTTPFile[ getRawText():1 getHTTPPage():1 ] queryHTTPPageSafe[ validateSpoil():1 queryHTTPPage():1 ] HTTPCrew[ parentHeist():1 optString():1 getConfig():1 ] getHTTPPage[ queryHTTPPage():2 setMethod():1 putExtra():1 ] afterPageFetched[  ] storeHrefCache[ getDafaultFileSystemManager():1 getContent():1 afterPageFetched():1 className():1 tryRecoverFromLocalFile():1 createFile():1 getBytes():1 queryHTTPPageSafe():1 resolveFile():1 exists():1 getOutputStream():1 write():1 info():1 ] tryRecoverFromLocalFile[ validateSpoil():1 getDafaultFileSystemManager():1 parentHeist():1 resolveFile():1 getContent():1 readAllBytes():1 getInputStream():1 extendPage():1 ] queryHTTPPage[ parentHeist():5 getContent():2 queryHTTPPage():2 getBytes():2 afterPageQueried():1 getDafaultFileSystemManager():1 handleAliveException():1 handleKillException():1 nextInt():1 tracer():1 getBrowserConf():1 getInputStream():1 extendPage():1 createFile():1 sleep():1 getStatusCode():1 resolveFile():1 lifecycleTracerSignature():1 readAllBytes():1 exists():1 getOutputStream():1 write():1 info():1 ] ,Saurons/Radium/src/main/java/com/sauron/radium/heistron/HTTPCrew.java: [Extract Method(44)]
com.pinecone.hydra.registry.GenericKOMRegistry,class,142 -> 150,5ef0685c2608d5e111dd434ccf59c0b255567d72 -> 3056dd33dde5ffbef2537023353a41fb31a7d064,"['https://github.com/DragonKingpin/Hydra/commit/5ef0685c2608d5e111dd434ccf59c0b255567d72', 'https://github.com/DragonKingpin/Hydra/commit/3056dd33dde5ffbef2537023353a41fb31a7d064', 'https://github.com/DragonKingpin/Hydra/commit/b683c964230cb6bdb30948da9b6eb0f3803c0fdd', 'https://github.com/DragonKingpin/Hydra/commit/cd88d764885fadde76b7db4443fb6128e0e5b5e4', 'https://github.com/DragonKingpin/Hydra/commit/301d10f55f881dc10bbff149503a73b6010dc6ff', 'https://github.com/DragonKingpin/Hydra/commit/07f7bb646855c138ddda5c2739c3ba426944323b', 'https://github.com/DragonKingpin/Hydra/commit/bf60de3ddaf9eed52b8a2971fdf70f657a5a830f', 'https://github.com/DragonKingpin/Hydra/commit/5915c0e98f16f344d1824e310031a261736ca444', 'https://github.com/DragonKingpin/Hydra/commit/e61dd4aeea4188dba06c035d1b63d63c6f366da8', 'https://github.com/DragonKingpin/Hydra/commit/dd74bdc0843592c19fd45c9056674b1099de2439', 'https://github.com/DragonKingpin/Hydra/commit/32ca42d624249ad30973bdb88c906ad8cb3ab1f0', 'https://github.com/DragonKingpin/Hydra/commit/9c9527f8f4e3ffe4ada61f0f134ea50a270f15d0', 'https://github.com/DragonKingpin/Hydra/commit/35efb81472595b31228c367afa6326f50c78a2a9', 'https://github.com/DragonKingpin/Hydra/commit/eb42a9ed2c1470b39ea729ac2ef4cf62fb06363d']",334,53,281,19,55.0,42.0,1.0,2.0,2418.0,1246.0,526.0,347.0,1.0,1.0,135.0,95.0,135.0,91.0,getTextValueTypeConverter[  ] getTextValue[ getTextValue():2 queryGUIDByPath():1 ] newLinkTag[ newLinkTag():2 queryGUIDByPath():2 getOriginalGuid():1 ] updateTextValue[ update():2 setGuid():1 newUpdateTextValue():1 now():1 setUpdateTime():1 ] getAllTreeNode[ add():2 dumpGuid():2 get():2 ] newHardLink[ newHardLink():1 ] getMasterTrieTree[  ] fetchProperties[ getProperties():2 fetchProperties():1 queryGUIDByPath():1 ] put[ getMetaType():1 insert():1 getOperator():1 ] setDataAffinityGuid[ setDataAffinityGuid():1 ] copyTo[ copyTo():1 get():1 assertCopyMove():1 ] listRoot[ add():1 listRoot():1 get():1 ] updateProperty[ setGuid():1 now():1 setUpdateTime():1 update():1 ] getConfigNode[ get():1 evinceConfigNode():1 ] getPath[ getNS():1 getPathNameSeparator():1 ] getGuidAllocator[  ] getFullName[ getNS():1 getFullNameSeparator():1 ] assertCopyMove[ queryGUIDByPath():2 isNamespaceNode():1 ] affirmProperties[ affirmTreeNodeByPath():1 ] queryNode[ queryNodeByNS():1 ] getProperties[ get():1 getProperties():1 evinceProperties():1 queryGUIDByPath():1 ] affirmTreeNodeByPath[ setName():2 affirmOwnedNode():2 optNewInstance():2 queryElement():2 put():2 getGuid():1 Dummy72():1 segmentPathParts():1 getPathNameSeparator():1 ] getChildren[ getGuid():1 add():1 getChildren():1 get():1 ] getNamespace[ getNamespace():1 get():1 evinceNamespace():1 queryGUIDByPath():1 ] removeProperty[ remove():1 ] queryReparseLinkByNS[ searchLinkNode():1 replace():1 segmentPathParts():1 ] getNS[ getParentGUIDs():5 getNodeName():4 getNode():3 insertCachePath():2 allNonNull():2 get():2 isEmpty():2 getOwner():2 getGuid():1 size():1 getCachePath():1 ] affirmOwnedNode[ affirmOwnedNode():1 ] getRegistryConfig[  ] selectByName[ add():1 get():1 getGuidsByName():1 ] querySelectorAll[ querySelectorAll():1 newKOMSelector():1 ] getSelf[ getOperatorByGuid():1 getSelf():1 ] GenericKOMRegistry[ newGuidAllocator():1 getNSNodeManipulator():1 getSystem():1 getConfigNodeManipulator():1 getClassLoader():1 getTaskManager():1 getPropertiesManipulator():1 getSkeletonMasterManipulator():1 getMasterManipulator():1 getTextFileManipulator():1 ] queryGUIDByPath[ queryGUIDByNS():1 ] putProperty[ now():2 setGuid():1 setUpdateTime():1 insert():1 setCreateTime():1 ] remove[ removeReparseLink():1 getType():1 getMetaType():1 newInstance():1 purge():1 queryEntityHandle():1 getNode():1 getOperator():1 remove():1 getTagGuid():1 ] copyPropertiesTo[ copyPropertiesTo():1 ] setPropertyTypeConverter[  ] updateLinkTag[ updateLinkTagName():1 ] getOperatorByGuid[ getType():1 getMetaType():1 newInstance():1 getNode():1 getOperator():1 ] getPropertyTypeConverter[  ] get[ getOperatorByGuid():2 get():2 ] copy[ endsWith():5 getPathNameSeparator():4 copyTo():3 get():3 getGuid():2 resolvePathParts():2 trim():2 size():2 equals():2 affirmNamespace():2 isNamespaceNode():1 isEmpty():1 getChildren():1 assertPath():1 ] removeTextValue[ remove():1 ] copyTextValueTo[ copyTextValueTo():1 ] removeReparseLink[ removeReparseLink():1 ] putProperties[ puts():1 affirmProperties():1 ] move[ endsWith():5 getGuid():4 getPathNameSeparator():4 moveTo():4 size():3 affirmNamespace():3 resolvePathParts():2 trim():2 get():2 equals():2 add():1 isNamespaceNode():1 isEmpty():1 remove():1 getChildren():1 assertPath():1 removeCachePath():1 removeTreeNodeOnly():1 assemblePath():1 ] putTextValue[ getGuid():1 affirmTextConfig():1 insert():1 put():1 ] allNonNull[ stream():1 noneMatch():1 ] querySelector[ querySelector():1 newKOMSelector():1 ] getNodeName[ getGuid():1 getName():1 getType():1 getMetaType():1 get():1 newInstance():1 getOperator():1 ] queryEntityHandleByNS[ search():1 replace():1 segmentPathParts():1 ] queryGUIDByNS[ searchGUID():1 resolvePath():1 insertCachePath():1 replace():1 assemblePath():1 segmentPathParts():1 queryGUIDByPath():1 ] queryGUIDByFN[ getFullNameSeparator():1 getPathNameSeparator():1 queryGUIDByNS():1 ] affirmTextConfig[ affirmTreeNodeByPath():1 ] rename[ getType():1 getMetaType():1 removeCachePath():1 newInstance():1 getNode():1 updateName():1 getOperator():1 ] querySelectorJ[ querySelectorJ():1 newKOMSelector():1 ] queryNodeByNS[ get():1 queryEntityHandleByNS():1 ] queryElement[ get():1 queryGUIDByPath():1 ] queryEntityHandle[ queryEntityHandleByNS():1 ] newKOMSelector[  ] queryReparseLink[ queryReparseLinkByNS():1 ] affirmNamespace[ affirmTreeNodeByPath():1 ] setTextValueTypeConverter[  ] moveTo[ removeCachePath():1 assertCopyMove():1 moveTo():1 ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/registry/GenericKOMRegistry.java: [Extract Method(22), Change Return Type(12), Change Variable Type(8), Rename Method(3), Rename Variable(2), Rename Attribute(2), Change Attribute Type(2), Rename Class(1)]"
com.pinecone.hydra.registry.RegistryJPathSelector,class,147 -> 151,3dac7bf879091d2c203dae686dc9420e66bd5662 -> b683c964230cb6bdb30948da9b6eb0f3803c0fdd,"['https://github.com/DragonKingpin/Hydra/commit/542324d6f2f52564dd2423ab51c75f2d69e83b37', 'https://github.com/DragonKingpin/Hydra/commit/e32e89fa8db4c35eeddf80c229e07c633328004e', 'https://github.com/DragonKingpin/Hydra/commit/5ef0685c2608d5e111dd434ccf59c0b255567d72', 'https://github.com/DragonKingpin/Hydra/commit/3dac7bf879091d2c203dae686dc9420e66bd5662', 'https://github.com/DragonKingpin/Hydra/commit/b683c964230cb6bdb30948da9b6eb0f3803c0fdd', 'https://github.com/DragonKingpin/Hydra/commit/89b20eefa1925e76df493dfb532b35fdef646af6', 'https://github.com/DragonKingpin/Hydra/commit/301d10f55f881dc10bbff149503a73b6010dc6ff', 'https://github.com/DragonKingpin/Hydra/commit/07f7bb646855c138ddda5c2739c3ba426944323b', 'https://github.com/DragonKingpin/Hydra/commit/5915c0e98f16f344d1824e310031a261736ca444']",0,0,0,134,22.0,21.0,3.0,3.0,45.0,45.0,272.0,272.0,0.0,0.0,41.0,39.0,88.0,88.0,next[ next():1 read():1 end():1 parseException():1 ] eval[ isEmpty():2 getNextToken():2 eval_entities():1 back():1 toString():1 fetchAllGuidsRootCase():1 getChildrenGuids():1 ] eval_entities[ get():2 of():2 searchDirAndLinks():1 checkPartInAllManipulators():1 ] eval_root_point[ searchDirAndLinksFirstCase():1 toString():1 ] back[  ] end[  ] RegistryJPathSelector[ markSupported():1 getMasterTrieTree():1 ] parseException[  ] getNextToken[ next():9 indexOf():3 append():3 isWhitespace():2 parseException():2 setLength():1 back():1 end():1 toString():1 isLetter():1 transferCharParse():1 ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/registry/RegistryJPathSelector.java: [Add Parameter(8), Rename Variable(2), Rename Class(1), Change Attribute Type(1), Remove Parameter(1), Extract Superclass(1)]"
com.pinecone.hydra.storage.volume.operator.ArchVolumeOperator,class,160 -> 182,36507727b0ff0895cc63711a97feba7bdf79da30 -> d703d9650b7f7b47479bf06bffe98225018ae66c,"['https://github.com/DragonKingpin/Hydra/commit/01642b39fae29da62530ab0c2bbee990ce20badb', 'https://github.com/DragonKingpin/Hydra/commit/195a100aa60bce4338e4c57f186eb4c94bf1260f', 'https://github.com/DragonKingpin/Hydra/commit/36507727b0ff0895cc63711a97feba7bdf79da30', 'https://github.com/DragonKingpin/Hydra/commit/d703d9650b7f7b47479bf06bffe98225018ae66c']",0,0,0,49,13.0,12.0,1.0,1.0,6.0,6.0,27.0,27.0,3.0,3.0,12.0,12.0,4.0,4.0,getVolumeOperatorFactory[  ] ArchVolumeOperator[ getMasterTrieTree():1 ] affirmPreinsertionInitialize[ getGuid():1 setGuid():1 getClass():1 getName():1 now():1 setUpdateTime():1 setType():1 createLocalJavaClass():1 ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/storage/volume/operator/ArchVolumeOperator.java: [Change Method Access Modifier(1), Pull Up Method(1)]"
com.pinecone.hydra.storage.volume.entity.local.spanned.receive.SpannedReceiveEntity,interface,168 -> 206,5552e865444e9a279fa5dd883340879012ec444b -> eaa56db923011af96d5a1cbb2bba86e6fdb313e0,"['https://github.com/DragonKingpin/Hydra/commit/5552e865444e9a279fa5dd883340879012ec444b', 'https://github.com/DragonKingpin/Hydra/commit/eaa56db923011af96d5a1cbb2bba86e6fdb313e0', 'https://github.com/DragonKingpin/Hydra/commit/b35e0c17a5ea3ebcc51e77568c01a6d4e40eb6c1']",0,0,0,67,2.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,receive[  ] ,Pinecones/Hydra/src/main/java/com/pinecone/hydra/storage/volume/entity/local/spanned/receive/SpannedReceiveEntity.java: [Move Method(2)]
com.pinecone.hydra.registry.operator.NamespaceNodeOperator,class,142 -> 151,5ef0685c2608d5e111dd434ccf59c0b255567d72 -> b683c964230cb6bdb30948da9b6eb0f3803c0fdd,"['https://github.com/DragonKingpin/Hydra/commit/aabd5a2564dffcbbc49042636f4993bb02f718bf', 'https://github.com/DragonKingpin/Hydra/commit/d70db08caec03767445d291a65dfbca6292c09ba', 'https://github.com/DragonKingpin/Hydra/commit/7bb6656eed17feb4eb11306f9715e39d54227064', 'https://github.com/DragonKingpin/Hydra/commit/da8c07710110509c89dad324fa68b2af3efc3b60', 'https://github.com/DragonKingpin/Hydra/commit/accd475d0afc1d13584221250f52fe7d69f5468d', 'https://github.com/DragonKingpin/Hydra/commit/b1e70e500cd9de25375520ac4520fd0f36568e2a', 'https://github.com/DragonKingpin/Hydra/commit/0d7f87bfe516f4535555b9b394589abf8b16cc5b', 'https://github.com/DragonKingpin/Hydra/commit/ccc9fb783de619a9d184075ae88d55aaee03898e', 'https://github.com/DragonKingpin/Hydra/commit/c21a38f4e83760e24367d505c0316c1b91288593', 'https://github.com/DragonKingpin/Hydra/commit/39d3766db3c0c0ea294627e46040516335d1bb20', 'https://github.com/DragonKingpin/Hydra/commit/542324d6f2f52564dd2423ab51c75f2d69e83b37', 'https://github.com/DragonKingpin/Hydra/commit/674657360c6be96593a3b3cdaa03ff8ec509e615', 'https://github.com/DragonKingpin/Hydra/commit/5ef0685c2608d5e111dd434ccf59c0b255567d72', 'https://github.com/DragonKingpin/Hydra/commit/b683c964230cb6bdb30948da9b6eb0f3803c0fdd', 'https://github.com/DragonKingpin/Hydra/commit/89b20eefa1925e76df493dfb532b35fdef646af6', 'https://github.com/DragonKingpin/Hydra/commit/9d767c88349f07e774e07127a922cea986174cb7', 'https://github.com/DragonKingpin/Hydra/commit/f5b756782eda50a8788bc5f46bb671861340933f', 'https://github.com/DragonKingpin/Hydra/commit/5c986b599afbf0111230a47d7416f0d64dc4204d', 'https://github.com/DragonKingpin/Hydra/commit/301d10f55f881dc10bbff149503a73b6010dc6ff', 'https://github.com/DragonKingpin/Hydra/commit/07f7bb646855c138ddda5c2739c3ba426944323b', 'https://github.com/DragonKingpin/Hydra/commit/5915c0e98f16f344d1824e310031a261736ca444', 'https://github.com/DragonKingpin/Hydra/commit/e61dd4aeea4188dba06c035d1b63d63c6f366da8', 'https://github.com/DragonKingpin/Hydra/commit/dd74bdc0843592c19fd45c9056674b1099de2439', 'https://github.com/DragonKingpin/Hydra/commit/fa8617728588c43d85debc95789acd8a3f0b7c1c', 'https://github.com/DragonKingpin/Hydra/commit/32ca42d624249ad30973bdb88c906ad8cb3ab1f0', 'https://github.com/DragonKingpin/Hydra/commit/9c9527f8f4e3ffe4ada61f0f134ea50a270f15d0', 'https://github.com/DragonKingpin/Hydra/commit/35efb81472595b31228c367afa6326f50c78a2a9', 'https://github.com/DragonKingpin/Hydra/commit/eb42a9ed2c1470b39ea729ac2ef4cf62fb06363d', 'https://github.com/DragonKingpin/Hydra/commit/a1a352765d297f3690cbbb9b3664ca6e88dbd1f6']",0,0,0,134,22.0,19.0,2.0,2.0,35.0,35.0,120.0,120.0,0.0,0.0,56.0,49.0,23.0,23.0,getWithoutInheritance[ getNamespaceNodeWideData():1 ] get[ getNamespaceNodeWideData():1 ] insert[ setGuid():4 insert():4 getGUID72():3 now():2 getClass():1 getNamespaceNodeMeta():1 getName():1 setNodeMetadataGUID():1 setCreateTime():1 setType():1 createLocalJavaClass():1 getBuilder():1 setUpdateTime():1 getNodeCommonData():1 setBaseDataGUID():1 ] getNamespaceNodeWideData[ getNamespaceNodeMeta():1 setNamespaceNodeMeta():1 setNodeCommonData():1 getNodeMetadataGUID():1 getNodeCommonData():1 getBaseDataGUID():1 getNode():1 getNamespaceMeta():1 ] remove[ getGuid():3 getChildNode():2 isEmpty():2 removeNode():2 remove():2 getSubordinates():1 size():1 getParentNodes():1 removeInheritance():1 ] removeNode[ remove():4 removePath():1 getNodeMetadataGUID():1 getBaseDataGUID():1 getNode():1 ] NamespaceNodeOperator[ getNamespaceManipulator():1 getRegistryCommonDataManipulator():1 getNamespaceNodeMetaManipulator():1 ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/registry/operator/NamespaceNodeOperator.java: [Change Variable Type(20), Rename Variable(20), Extract Variable(7), Change Parameter Type(6), Change Return Type(4), Extract Superclass(2), Pull Up Attribute(2), Change Attribute Access Modifier(2), Pull Up Method(1)]"
com.sauron.radium.heistron.HTTPHeist,class,110 -> 116,a0698ab46beeb4cce0d8bd99d26227ca29893a1f -> accd475d0afc1d13584221250f52fe7d69f5468d,"['https://github.com/DragonKingpin/Hydra/commit/2e5dd9ae1cc5ca4804309a547b9bd4218d28a438', 'https://github.com/DragonKingpin/Hydra/commit/560f60e73b31a58d4b5c845f4f560d413c2522fb', 'https://github.com/DragonKingpin/Hydra/commit/7c840258bbb3328e7f5177d8621c53e142951384', 'https://github.com/DragonKingpin/Hydra/commit/aabd5a2564dffcbbc49042636f4993bb02f718bf', 'https://github.com/DragonKingpin/Hydra/commit/a0698ab46beeb4cce0d8bd99d26227ca29893a1f', 'https://github.com/DragonKingpin/Hydra/commit/accd475d0afc1d13584221250f52fe7d69f5468d', 'https://github.com/DragonKingpin/Hydra/commit/5ef0685c2608d5e111dd434ccf59c0b255567d72', 'https://github.com/DragonKingpin/Hydra/commit/97d6540cf6a241ac3422ea1f2722cb6685f35468', 'https://github.com/DragonKingpin/Hydra/commit/07f7bb646855c138ddda5c2739c3ba426944323b', 'https://github.com/DragonKingpin/Hydra/commit/b07811a0da7120f47c96a2ed31e88ae0eb645db2', 'https://github.com/DragonKingpin/Hydra/commit/58d6eaa978c00c296e846217bbf583e9256147f0', 'https://github.com/DragonKingpin/Hydra/commit/34111aa61ca9eb5e64225e93f493dd8f3ea1916b', 'https://github.com/DragonKingpin/Hydra/commit/3056cbafc0ab889546c13a5c2a2877e25c57d6c2']",0,0,0,48,20.0,19.0,4.0,2.0,191.0,191.0,179.0,179.0,1.0,2.0,55.0,55.0,34.0,34.0,init[ setRetryTimes():1 me():1 create():1 ] initDefaultPage[ setRequest():1 setCharset():1 getUrl():1 setDownloadSuccess():1 setStatusCode():1 getSite():1 getCharset():1 setUrl():1 ] loadConfig[ init():1 optString():1 loadSiteConf():1 loadProxyConf():1 getConfig():1 ] getHTTPFile[ getHtml():1 getHTTPPage():1 toString():1 ] getHttpBrowser[  ] getHTTPPage[ setMethod():1 putExtra():1 queryHTTPPage():1 ] loadSiteConf[ setSleepTime():2 setRetrySleepTime():2 setCharset():1 setTimeOut():1 setUserAgent():1 getConfig():1 ] getBrowserConf[  ] queryHTTPPage[ download():1 ] extendPage[ setRawText():4 setBytes():3 initDefaultPage():2 getCharset():2 getBytes():2 setRequest():1 setCharset():1 setDownloadSuccess():1 setStatusCode():1 getRequest():1 setUrl():1 getUrl():1 getStatusCode():1 isDownloadSuccess():1 getSite():1 ] HTTPHeist[  ] getSite[  ] loadProxyConf[ setProxyProvider():3 optInt():2 optString():2 from():2 add():1 size():1 optJSONObject():1 toArray():1 getConfig():1 ] getPageProcessor[  ] ,Saurons/Radium/src/main/java/com/sauron/radium/heistron/HTTPHeist.java: [Extract Method(13)]
com.pinecone.hydra.storage.volume.entity.local.physical.TitanLocalPhysicalVolume,class,168 -> 170,5552e865444e9a279fa5dd883340879012ec444b -> 992375269c45e9636cc5f6946b2f08b59ac2dc60,"['https://github.com/DragonKingpin/Hydra/commit/7d037c92b83855edc54a97e949d20ec657aecfe1', 'https://github.com/DragonKingpin/Hydra/commit/5552e865444e9a279fa5dd883340879012ec444b', 'https://github.com/DragonKingpin/Hydra/commit/992375269c45e9636cc5f6946b2f08b59ac2dc60', 'https://github.com/DragonKingpin/Hydra/commit/031328204a041dd5a69e677e4a58650e6055906e', 'https://github.com/DragonKingpin/Hydra/commit/b8f74984bec8ca18b7c56b8c40e30ac7aec0b392', 'https://github.com/DragonKingpin/Hydra/commit/327827c3fa4d2d76625da3111f01c4ffd4274e9b', 'https://github.com/DragonKingpin/Hydra/commit/462c24dc456de0abff75f038e5f4f97efae6d0a8', 'https://github.com/DragonKingpin/Hydra/commit/eaa56db923011af96d5a1cbb2bba86e6fdb313e0', 'https://github.com/DragonKingpin/Hydra/commit/f06c75e829cfcc2f830a37b1ca925fc8eed5fb68', 'https://github.com/DragonKingpin/Hydra/commit/7cfd01f794e7e8981e31d38473d9224e47c78a42', 'https://github.com/DragonKingpin/Hydra/commit/b35e0c17a5ea3ebcc51e77568c01a6d4e40eb6c1', 'https://github.com/DragonKingpin/Hydra/commit/3b9e40f03c34b36debca83d048e9556621ef27c3', 'https://github.com/DragonKingpin/Hydra/commit/9c9527f8f4e3ffe4ada61f0f134ea50a270f15d0']",0,0,0,27,25.0,11.0,2.0,2.0,28.0,31.0,85.0,43.0,0.0,0.0,22.0,8.0,17.0,10.0,setMountPoint[  ] toJSONString[ encode():1 ] TitanLocalPhysicalVolume[  ] streamReceive[ receive():1 getMountPoint():1 ] toString[ toJSONString():1 ] getMountPoint[  ] channelReceive[ receive():5 getMountPoint():5 setBottomGuid():2 getGuid():1 ] channelExport[ export():2 getGuid():1 setBottomGuid():1 toPath():1 getMountPoint():1 open():1 ] streamExport[ getMountPoint():1 export():1 ] setPhysicalVolumeManipulator[  ] ,"Pinecones/Hydra/src/main/java/com/pinecone/hydra/storage/volume/entity/local/physical/TitanLocalPhysicalVolume.java: [Add Parameter(6), Remove Parameter(2), Add Thrown Exception Type(1), Move Method(1)]"
